player_id,player_name,age,nationality,team,jersey_number,position,height_cm,weight_kg,preferred_foot,club_name,market_value_eur,match_id,match_date,stadium,city,opponent_team,tournament_stage,match_result,goals_team,goals_opponent,minutes_played,goals,assists,shots,shots_on_target,expected_goals_xg,expected_assists_xa,key_passes,successful_passes,total_passes,pass_accuracy,dribbles_attempted,successful_dribbles,crosses,successful_crosses,tackles,interceptions,clearances,blocks,aerial_duels_won,aerial_duels_lost,recoveries,defensive_actions,fouls_committed,fouls_suffered,yellow_cards,red_cards,offsides,saves,save_percentage,punches,clean_sheet,goals_conceded,penalty_saves,distance_covered_km,sprint_distance_km,top_speed_kmh,accelerations,decelerations,stamina_score,player_rating,performance_score,offensive_contribution,defensive_contribution,possession_impact,pressure_resistance,creativity_score,consistency_score,clutch_performance_score,total_goals_tournament,total_assists_tournament,total_minutes_tournament,player_of_match_awards,tournament_rating
P00573,Luis Cavani,26,Uruguayan,Uruguay,1,Goalkeeper,185,76,Right,Nacional,4291634,M00188,2026-06-28,NRG Stadium,Houston,Ukraine,Group Stage,D,1,1,0,0,0,0,0,0,0,0,0,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,78,0.0,0,10.6,52.5,0,46.6,50,51,52,0,0,320,0,0.0
P00928,Keanu Wright,18,Australian,Australia,18,Midfielder,183,74,Left,Urawa Red Diamonds,15846650,M00189,2026-07-14,Gillette Stadium,Boston,France,Group Stage,D,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0,0,75,0.0,0,60.5,53.2,0,69.6,41,61,58,1,0,151,0,0.0
P00916,Jackson Baccus,32,Australian,Australia,6,Defender,196,84,Right,Erbil SC,5408709,M00189,2026-07-14,Gillette Stadium,Boston,France,Group Stage,D,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,70,0.0,0,20.2,38.7,0,31.0,24,35,69,0,0,133,0,0.0
P00931,Mathew Jones,25,Australian,Australia,21,Forward,181,75,Right,Al-Ahli,9649662,M00189,2026-07-14,Gillette Stadium,Boston,France,Group Stage,D,0,0,0,0,0,0,0,0,0,0,0,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,76,0.0,0,54.1,24.3,0,29.1,39,40,37,0,1,137,0,0.0
P00922,Mat Cummins,25,Australian,Australia,12,Defender,176,76,Right,Al-Ittihad,17170646,M00189,2026-07-14,Gillette Stadium,Boston,France,Group Stage,D,0,0,0,0,0,0,0,0,0,0,0,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,83,0.0,4,31.1,79.0,0,59.7,31,97,51,1,0,346,0,0.0
P00924,Aaron Metcalfe,26,Australian,Australia,14,Midfielder,185,78,Left,Melbourne City,31173317,M00189,2026-07-14,Gillette Stadium,Boston,France,Group Stage,D,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,84,0.0,0,86.8,71.0,0,65.9,80,77,40,0,2,238,0,0.0
P00919,Keanu McGree,31,Australian,Australia,9,Defender,179,66,Right,Al-Shorta,3959383,M00189,2026-07-14,Gillette Stadium,Boston,France,Group Stage,D,0,0,0,0,0,0,0,0,0,0,0,0,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,68,0.0,0,31.1,61.6,0,44.4,30,58,49,0,0,270,0,0.0
P00913,Jackson Duke,23,Australian,Australia,3,Goalkeeper,188,81,Left,Yokohama F. Marinos,2038054,M00189,2026-07-14,Gillette Stadium,Boston,France,Group Stage,D,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,72,0.0,0,12.4,46.8,0,36.4,21,43,63,0,0,107,0,0.0
P00912,Aaron Souttar,28,Australian,Australia,2,Goalkeeper,182,77,Left,Ulsan HD,8434271,M00189,2026-07-14,Gillette Stadium,Boston,France,Group Stage,D,0,0,0,0,0,0,0,0,0,0,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,0,68,0.0,0,6.2,48.8,0,46.2,27,46,50,0,0,177,0,0.0
P00017,Eduardo Olise,22,French,France,17,Midfielder,174,71,Right,Arsenal,3760393,M00189,2026-07-14,Gillette Stadium,Boston,Australia,Group Stage,D,0,0,0,0,0,0,0,0,0,0,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,79,0.0,0,53.0,47.0,0,45.9,36,44,76,1,1,267,0,0.0
P00011,Randal Diarra,26,French,France,11,Defender,189,80,Left,Benfica,2897170,M00189,2026-07-14,Gillette Stadium,Boston,Australia,Group Stage,D,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,86,0.0,0,16.3,38.2,0,52.1,18,41,62,0,0,110,0,0.0
P00007,Aurelien Rabiot,25,French,France,7,Defender,184,76,Right,Midtjylland,21875188,M00189,2026-07-14,Gillette Stadium,Boston,Australia,Group Stage,D,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,82,0.0,2,19.0,76.6,0,68.8,18,87,68,0,0,234,0,0.0
P00010,Lucas Pavard,23,French,France,10,Defender,183,81,Right,AIK,2280387,M00189,2026-07-14,Gillette Stadium,Boston,Australia,Group Stage,D,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,76,0.0,3,27.4,53.5,0,34.3,22,54,43,0,0,269,0,0.0
P00022,Antoine Mukiele,23,French,France,22,Forward,185,78,Left,Liverpool,1745271,M00189,2026-07-14,Gillette Stadium,Boston,Australia,Group Stage,D,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,83,0.0,0,43.9,21.1,0,33.7,47,52,45,0,1,69,0,0.0
P00004,Kylian Camavinga,27,French,France,4,Defender,183,80,Right,Bayer Leverkusen,3795900,M00189,2026-07-14,Gillette Stadium,Boston,Australia,Group Stage,D,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,68,0.0,0,11.6,53.8,0,46.7,37,30,35,0,0,163,0,0.0
P00012,Olivier Badiashile,24,French,France,12,Defender,185,73,Left,Young Boys,10428093,M00189,2026-07-14,Gillette Stadium,Boston,Australia,Group Stage,D,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,72,0.0,0,32.8,81.3,0,65.5,24,62,40,0,0,138,0,0.0
P00001,Kylian Griezmann,24,French,France,1,Goalkeeper,191,81,Right,PSV Eindhoven,16574124,M00189,2026-07-14,Gillette Stadium,Boston,Australia,Group Stage,D,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,98,0.0,0,15.5,89.0,0,71.5,38,69,40,0,0,426,0,0.0
P00151,Frenkie Wijndal,30,Dutch,Netherlands,21,Forward,172,72,Right,Benfica,35232276,M00190,2026-07-27,Estadio Akron,Guadalajara,Ukraine,Group Stage,W,3,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,64,0.0,0,81.5,29.0,0,84.2,73,82,66,2,1,267,0,0.0
P00142,Xavi Veerman,29,Dutch,Netherlands,12,Defender,189,76,Right,Tottenham,3161289,M00190,2026-07-27,Estadio Akron,Guadalajara,Ukraine,Group Stage,W,3,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,73,0.0,3,12.7,42.6,0,33.4,39,47,74,0,0,228,0,0.0
P00138,Matthijs Timber,31,Dutch,Netherlands,8,Defender,192,75,Right,Benfica,3113021,M00190,2026-07-27,Estadio Akron,Guadalajara,Ukraine,Group Stage,W,3,0,0,0,0,0,0,0,0,0,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,80,0.0,0,16.7,50.8,0,38.5,33,50,70,0,0,310,0,0.0
P00150,Teun Gakpo,21,Dutch,Netherlands,20,Midfielder,177,76,Right,Midtjylland,7013403,M00190,2026-07-27,Estadio Akron,Guadalajara,Ukraine,Group Stage,W,3,0,0,0,0,0,0,0,0,0,0,0,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,68,0.0,2,30.3,33.3,0,35.5,38,45,66,0,0,131,0,0.0
P00145,Memphis van de Ven,19,Dutch,Netherlands,15,Midfielder,181,76,Right,Grasshoppers,5825326,M00190,2026-07-27,Estadio Akron,Guadalajara,Ukraine,Group Stage,W,3,0,0,0,0,0,0,0,0,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,72,0.0,0,44.2,24.9,0,44.2,41,50,61,2,1,333,0,0.0
P00147,Matthijs Wijndal,25,Dutch,Netherlands,17,Midfielder,179,78,Right,Midtjylland,3323339,M00190,2026-07-27,Estadio Akron,Guadalajara,Ukraine,Group Stage,W,3,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,76,0.0,3,37.9,29.2,0,34.9,26,28,34,0,1,161,0,0.0
P00131,Frenkie Gakpo,29,Dutch,Netherlands,1,Goalkeeper,188,82,Right,Tottenham,15983743,M00190,2026-07-27,Estadio Akron,Guadalajara,Ukraine,Group Stage,W,3,0,0,0,0,0,0,0,0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,73,0.0,1,5.3,99.0,0,99.0,17,90,66,0,0,307,0,0.0
P00133,Memphis van Dijk,31,Dutch,Netherlands,3,Goalkeeper,190,83,Right,AIK,7105500,M00190,2026-07-27,Estadio Akron,Guadalajara,Ukraine,Group Stage,W,3,0,0,0,0,0,0,0,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,83,0.0,1,3.0,88.8,0,68.1,30,61,65,0,0,106,0,0.0
P00432,Viktor Stepanenko,31,Ukrainian,Ukraine,16,Midfielder,182,76,Left,Ajax,6975724,M00190,2026-07-27,Estadio Akron,Guadalajara,Netherlands,Group Stage,L,0,3,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,78,0.0,0,61.3,51.2,0,76.5,73,66,65,0,0,266,0,0.0
P00423,Viktor Karavaev,24,Ukrainian,Ukraine,7,Defender,185,81,Right,Dinamo Zagreb,23458810,M00190,2026-07-27,Estadio Akron,Guadalajara,Netherlands,Group Stage,L,0,3,0,0,0,0,0,0,0,0,0,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,90,0.0,3,29.0,99.0,0,95.0,26,71,77,0,0,260,0,0.0
P00424,Artem Lunin,22,Ukrainian,Ukraine,8,Defender,180,71,Right,Paris Saint-Germain,1917150,M00190,2026-07-27,Estadio Akron,Guadalajara,Netherlands,Group Stage,L,0,3,0,0,0,0,0,0,0,0,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,66,0.0,0,11.2,62.5,0,49.6,41,42,43,0,0,432,0,0.0
P00434,Ruslan Bondarenko,28,Ukrainian,Ukraine,18,Midfielder,183,75,Right,PSV Eindhoven,11638963,M00190,2026-07-27,Estadio Akron,Guadalajara,Netherlands,Group Stage,L,0,3,0,0,0,0,0,0,0,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,88,0.0,0,47.5,65.0,0,91.3,65,69,63,0,1,106,0,0.0
P00440,Viktor Zinchenko,21,Ukrainian,Ukraine,24,Forward,185,77,Right,Atletico Madrid,4020522,M00190,2026-07-27,Estadio Akron,Guadalajara,Netherlands,Group Stage,L,0,3,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,86,0.0,0,39.5,47.7,0,39.1,24,45,56,0,0,0,0,0.0
P00436,Dmytro Zinchenko,26,Ukrainian,Ukraine,20,Midfielder,171,70,Right,AC Milan,33936030,M00190,2026-07-27,Estadio Akron,Guadalajara,Netherlands,Group Stage,L,0,3,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,79,0.0,0,67.2,67.0,0,65.8,96,76,55,0,0,53,0,0.0
P00427,Dmytro Kovalenko,29,Ukrainian,Ukraine,11,Defender,179,79,Right,Bayern Munich,2306483,M00190,2026-07-27,Estadio Akron,Guadalajara,Netherlands,Group Stage,L,0,3,0,0,0,0,0,0,0,0,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,63,0.0,7,20.8,62.0,0,59.6,20,44,52,0,0,47,0,0.0
P00418,Oleksandr Tsygankov,27,Ukrainian,Ukraine,2,Goalkeeper,184,76,Right,Real Madrid,3277200,M00190,2026-07-27,Estadio Akron,Guadalajara,Netherlands,Group Stage,L,0,3,0,0,0,0,0,0,0,0,0,0,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,67,0.0,0,3.7,54.3,0,50.8,30,61,56,0,0,140,0,0.0
P00816,Ao Mori,25,Japanese,Japan,10,Defender,184,72,Right,Melbourne City,2700538,M00191,2026-07-29,Lincoln Financial Field,Philadelphia,Qatar,Group Stage,D,2,2,0,0,0,0,0,0,0,0,0,0,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,77,0.0,0,23.7,47.0,0,52.7,48,34,54,0,0,109,0,0.0
P00832,Junya Kamada,21,Japanese,Japan,26,Forward,179,71,Right,Melbourne City,7289620,M00191,2026-07-29,Lincoln Financial Field,Philadelphia,Qatar,Group Stage,D,2,2,0,0,0,0,0,0,0,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,84,0.0,0,33.9,26.2,0,42.5,40,41,45,1,0,222,0,0.0
P00823,Ritsu Hashioka,28,Japanese,Japan,17,Midfielder,179,74,Left,Sydney FC,12135137,M00191,2026-07-29,Lincoln Financial Field,Philadelphia,Qatar,Group Stage,D,2,2,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,63,0.0,0,75.9,55.7,0,71.4,73,62,67,0,0,89,0,0.0
P00810,Daichi Doan,28,Japanese,Japan,4,Defender,177,72,Right,Western Sydney Wanderers,10590476,M00191,2026-07-29,Lincoln Financial Field,Philadelphia,Qatar,Group Stage,D,2,2,0,0,0,0,0,0,0,0,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,81,0.0,0,27.1,85.9,0,53.1,34,68,72,0,0,266,0,0.0
P00819,Daichi Asano,26,Japanese,Japan,13,Midfielder,183,75,Right,Pohang Steelers,5075227,M00191,2026-07-29,Lincoln Financial Field,Philadelphia,Qatar,Group Stage,D,2,2,0,0,0,0,0,0,0,0,0,0,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,79,0.0,0,35.7,33.1,0,48.7,19,38,60,0,1,152,0,0.0
P00827,Daichi Hashioka,32,Japanese,Japan,21,Forward,185,79,Left,Pakhtakor,46910153,M00191,2026-07-29,Lincoln Financial Field,Philadelphia,Qatar,Group Stage,D,2,2,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,66,0.0,0,77.4,20.3,0,87.0,49,97,35,1,0,144,0,0.0
P00807,Daichi Kubo,24,Japanese,Japan,1,Goalkeeper,194,85,Right,Persepolis,16748378,M00191,2026-07-29,Lincoln Financial Field,Philadelphia,Qatar,Group Stage,D,2,2,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,75,0.0,1,6.7,97.3,0,66.5,17,89,46,0,0,419,0,0.0
P00940,Akram Hatem,25,Qatari,Qatar,4,Defender,182,80,Right,Al-Ittihad,11539569,M00191,2026-07-29,Lincoln Financial Field,Philadelphia,Japan,Group Stage,D,2,2,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,67,0.0,2,16.8,41.4,0,42.8,23,43,86,0,1,338,0,0.0
P00948,Mohammed Al-Hammadi,34,Qatari,Qatar,12,Defender,179,69,Right,Western Sydney Wanderers,13879460,M00191,2026-07-29,Lincoln Financial Field,Philadelphia,Japan,Group Stage,D,2,2,0,0,0,0,0,0,0,0,0,0,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,66,0.0,0,32.7,73.1,0,62.2,36,65,66,0,0,319,0,0.0
P00943,Boualem Hasan,23,Qatari,Qatar,7,Defender,186,81,Right,Al-Hilal,6726357,M00191,2026-07-29,Lincoln Financial Field,Philadelphia,Japan,Group Stage,D,2,2,0,0,0,0,0,0,0,0,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,80,0.0,4,30.5,51.2,0,42.0,28,47,50,2,0,419,0,0.0
P00952,Boualem Moez,28,Qatari,Qatar,16,Midfielder,173,73,Right,Esteghlal,8425949,M00191,2026-07-29,Lincoln Financial Field,Philadelphia,Japan,Group Stage,D,2,2,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,92,0.0,1,58.3,47.4,0,69.2,50,82,74,0,0,47,0,0.0
P00953,Karim Al-Ahmad,30,Qatari,Qatar,17,Midfielder,185,76,Right,Esteghlal,6117109,M00191,2026-07-29,Lincoln Financial Field,Philadelphia,Japan,Group Stage,D,2,2,0,0,0,0,0,0,0,0,0,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,98,0.0,3,58.0,69.7,0,73.5,61,55,63,0,0,107,0,0.0
P00945,Abdelaziz Ismaeel,28,Qatari,Qatar,9,Defender,187,76,Right,Sydney FC,34162856,M00191,2026-07-29,Lincoln Financial Field,Philadelphia,Japan,Group Stage,D,2,2,0,0,0,0,0,0,0,0,0,0,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,69,0.0,0,29.5,69.1,0,99.0,35,82,61,0,1,386,0,0.0
P00960,Boualem Ali,22,Qatari,Qatar,24,Forward,176,73,Right,Al-Hilal,4223291,M00191,2026-07-29,Lincoln Financial Field,Philadelphia,Japan,Group Stage,D,2,2,0,0,0,0,0,0,0,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,92,0.0,1,65.1,22.2,0,79.6,77,60,55,2,2,350,0,0.0
P00951,Hassan Al-Nobi,29,Qatari,Qatar,15,Midfielder,181,73,Right,Kawasaki Frontale,11060197,M00191,2026-07-29,Lincoln Financial Field,Philadelphia,Japan,Group Stage,D,2,2,0,0,0,0,0,0,0,0,0,0,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,70,0.0,0,57.5,51.1,0,47.6,62,81,67,0,0,239,0,0.0
P01161,Nader Chalali,34,Tunisian,Tunisia,17,Midfielder,183,75,Right,JS Kabylie,9290045,M00192,2026-07-22,BC Place,Vancouver,Panama,Group Stage,L,1,2,0,0,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,71,0.0,0,41.2,35.5,0,41.1,60,51,39,0,0,109,0,0.0
P01164,Dylan Msakni,28,Tunisian,Tunisia,20,Midfielder,177,68,Right,ES Tunis,4640198,M00192,2026-07-22,BC Place,Vancouver,Panama,Group Stage,L,1,2,0,0,0,0,0,0,0,0,0,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,86,0.0,1,41.5,28.0,0,44.2,35,45,52,0,1,216,0,0.0
P01152,Nader Haddadi,21,Tunisian,Tunisia,8,Defender,181,77,Right,Al-Hilal Omdurman,18357445,M00192,2026-07-22,BC Place,Vancouver,Panama,Group Stage,L,1,2,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,84,0.0,1,61.1,99.0,0,64.3,40,93,30,0,0,274,0,0.0
P01163,Aissa Dhaou,34,Tunisian,Tunisia,19,Midfielder,176,75,Right,Al-Masry,29244553,M00192,2026-07-22,BC Place,Vancouver,Panama,Group Stage,L,1,2,0,0,0,0,0,0,0,0,0,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,85,0.0,4,49.0,49.7,0,73.8,52,80,41,2,1,316,0,0.0
P01169,Nader Skhiri,22,Tunisian,Tunisia,25,Forward,170,71,Right,Al-Masry,7982980,M00192,2026-07-22,BC Place,Vancouver,Panama,Group Stage,L,1,2,0,0,0,0,0,0,0,0,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,70,0.0,0,39.1,28.4,0,36.1,39,42,69,0,0,23,0,0.0
P01145,Wahbi Msakni,24,Tunisian,Tunisia,1,Goalkeeper,190,81,Left,ES Tunis,8080673,M00192,2026-07-22,BC Place,Vancouver,Panama,Group Stage,L,1,2,0,0,0,0,0,0,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,77,0.0,0,13.2,85.3,0,68.2,13,76,65,0,0,336,0,0.0
P01147,Ali Talbi,27,Tunisian,Tunisia,3,Goalkeeper,185,78,Right,Mamelodi Sundowns,8623499,M00192,2026-07-22,BC Place,Vancouver,Panama,Group Stage,L,1,2,0,0,0,0,0,0,0,0,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,88,0.0,0,5.5,73.0,0,64.0,54,67,74,0,0,288,0,0.0
P00797,Abdiel Sanchez,31,Panamanian,Panama,17,Midfielder,177,72,Right,Club America,14047337,M00192,2026-07-22,BC Place,Vancouver,Tunisia,Group Stage,W,2,1,0,0,0,0,0,0,0,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,73,0.0,4,44.2,59.8,0,47.6,59,72,59,0,0,115,0,0.0
P00784,Anibal Barcenas,25,Panamanian,Panama,4,Defender,179,75,Right,Plaza Amador,12635953,M00192,2026-07-22,BC Place,Vancouver,Tunisia,Group Stage,W,2,1,0,0,0,0,0,0,0,0,0,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,58,0.0,4,12.3,70.2,0,73.7,11,67,54,0,0,96,0,0.0
P00799,Harold Brown,27,Panamanian,Panama,19,Midfielder,184,79,Left,Guadalajara,18011399,M00192,2026-07-22,BC Place,Vancouver,Tunisia,Group Stage,W,2,1,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,82,0.0,0,61.7,66.0,0,63.3,58,73,67,0,0,206,0,0.0
P00789,Armando Cummings,27,Panamanian,Panama,9,Defender,183,75,Right,Vancouver Whitecaps,2646500,M00192,2026-07-22,BC Place,Vancouver,Tunisia,Group Stage,W,2,1,0,0,0,0,0,0,0,0,0,0,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,86,0.0,0,16.8,55.9,0,47.3,39,46,52,0,0,321,0,0.0
P00792,Yoel Rodriguez,19,Panamanian,Panama,12,Defender,187,78,Right,Saprissa,7360784,M00192,2026-07-22,BC Place,Vancouver,Tunisia,Group Stage,W,2,1,0,0,0,0,0,0,0,0,0,0,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,86,0.0,2,22.8,41.2,0,40.4,19,47,64,0,0,409,0,0.0
P00787,Eric Aguilar,24,Panamanian,Panama,7,Defender,186,70,Right,LAFC,10730789,M00192,2026-07-22,BC Place,Vancouver,Tunisia,Group Stage,W,2,1,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,69,0.0,1,30.7,40.1,0,36.6,16,40,71,0,0,229,0,0.0
P00783,Michael Cooper,28,Panamanian,Panama,3,Goalkeeper,193,79,Right,Plaza Amador,24328544,M00192,2026-07-22,BC Place,Vancouver,Tunisia,Group Stage,W,2,1,0,0,0,0,0,0,0,0,0,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,66,0.0,3,7.5,99.0,0,75.5,38,99,44,0,0,380,0,0.0
